PROTEIN,TYPE,GENE
K11901,FTW,FTW_0038(iglA1) FTW_0535(iglA2)
K11901,FTR,NE061598_07520 NE061598_09960
K11901,FTT,FTV_1300(iglA1) FTV_1633(iglA2)
K11901,FTG,FTU_1384(iglA1) FTU_1718(iglA2)
K11901,FTL,FTL_0111 FTL_1157
K11901,FTH,FTH_0103(iglA2) FTH_1129(iglA1)
K11901,FTA,FTA_0119(iglA1) FTA_1220(iglAII)
K11901,FTS,F92_00610 F92_06395
K11901,FTI,FTS_0097(iglA1) FTS_1125(iglA2)
K11901,FTO,X557_00560 X557_05995
K11901,FTC,DA46_1632 DA46_625
K11901,FTV,CH67_1512 CH67_368
K11901,FTZ,CH68_105 CH68_1243
K11901,FTM,FTM_1101(iglA1) FTM_1711(iglA2)
K11901,FTN,FTN_0042 FTN_1324(iglA)
K11901,FTX,AW25_158 AW25_680
K11901,FTD,AS84_1189
K11901,FCF,FNFX1_1362
K11901,FCN,FN3523_1388
K11901,FPH,Fphi_1364
K11901,FPT,BZ13_632
K11901,FPI,BF30_1619
K11901,FPM,LA56_804
K11901,FPX,KU46_1953
K11901,FPZ,LA55_1493 LA55_939
K11901,FPJ,LA02_1035 LA02_1530
K11901,FRT,F7308_1002 F7308_1918
K11901,FNA,OOM_0931
K11901,FNL,M973_07615
K11901,FRF,LO80_01610 LO80_06265
K11901,FGU,SD28_01185 SD28_07235
K11901,PSAL,PSLF89_2408 PSLF89_2427 PSLF89_3107
K11901,TIG,THII_1010
K11901,TVI,Thivi_2290
K11901,AEH,Mlg_0045
K11901,HHA,Hhal_0161
K11901,HHC,M911_00015
K11901,HCH,HCH_04247
K11901,CSA,Csal_2268
K11901,HEL,HELO_2923
K11901,HAM,HALO0922
K11901,ADI,B5T_02193
K11901,KKO,Kkor_2495
K11901,MMW,Mmwyl1_1196
K11901,MME,Marme_0773 Marme_3671
K11901,MPC,Mar181_0655 Mar181_2493
K11901,TOL,TOL_0373
K11901,TOR,R615_01715
K11901,OAI,OLEAN_C25990
K11901,GSN,YC6258_01779
K11901,AHA,AHA_1832
K11901,AHJ,V469_13170
K11901,AHI,VU14_13065
K11901,ASA,ASA_2470
K11901,TAU,Tola_0194
K11901,GAP,GAPWK_1949
K11901,FPP,FPB0191_01743 FPB0191_01952
K11901,GPB,HDN1F_12170
K11901,SALV,SALWKB2_0104 SALWKB2_1366
K11901,CVI,CV_3979
K11901,PSE,NH8B_1114(impB)
K11901,RSL,RPSI07_mp0656
K11901,RSN,RSPO_m01070
K11901,RSM,CMR15_mp10713
K11901,RSE,F504_4478(impB)
K11901,RPF,Rpic12D_1683
K11901,REU,Reut_A1733 Reut_B5266
K11901,REH,H16_A0652(h16_A0652) H16_B2434
K11901,RME,Rmet_0625
K11901,CTI,RALTA_A0608(sciH) RALTA_B1013
K11901,CBW,RR42_m0723 RR42_s0258
K11901,BMA,BMAA0403 BMAA0744 BMAA1909
K11901,BMV,BMASAVP1_0604 BMASAVP1_0921 BMASAVP1_1600
K11901,BML,BMA10229_0715 BMA10229_1208 BMA10229_1783
K11901,BMN,BMA10247_A0453 BMA10247_A1672 BMA10247_A2183
K11901,BMAL,DM55_3345 DM55_3877 DM55_4021 DM55_4698
K11901,BMAE,DM78_3361 DM78_4279 DM78_4796
K11901,BMAQ,DM76_3650 DM76_4043 DM76_4574 DM76_4717
K11901,BMAI,DM57_06490 DM57_11870 DM57_13495
K11901,BMAF,DM51_3598 DM51_4126 DM51_4444
K11901,BMAZ,BM44_3305 BM44_3836 BM44_3981 BM44_4689
K11901,BMAB,BM45_3169 BM45_4143 BM45_4613 BM45_4758
K11901,BPS,BPSL3107 BPSS0097 BPSS0173 BPSS1496 BPSS2100
K11901,BPM,BURPS1710b_3645(evpA) BURPS1710b_A0533 BURPS1710b_A1200 BURPS1710b_A1605 BURPS1710b_A1695
K11901,BPL,BURPS1106A_3660 BURPS1106A_A0133 BURPS1106A_A0243 BURPS1106A_A2025 BURPS1106A_A2835
K11901,BPD,BURPS668_3635 BURPS668_A0157 BURPS668_A0334 BURPS668_A2123 BURPS668_A2960
K11901,BPR,GBP346_A3810
K11901,BPSE,BDL_2303 BDL_3743 BDL_4808 BDL_5562 BDL_5933 BDL_6064
K11901,BPSM,BBQ_185 BBQ_3643 BBQ_4015 BBQ_4648 BBQ_5680 BBQ_6041
K11901,BPSU,BBN_311 BBN_3553 BBN_3916 BBN_4945 BBN_5582 BBN_5955
K11901,BPSD,BBX_3970 BBX_4728 BBX_5101 BBX_5234 BBX_5580 BBX_697
K11901,BPZ,BP1026B_I0187(tssB-1) BP1026B_II0105(tssB-2) BP1026B_II0194(tssB-3) BP1026B_II0573(tssB-4) BP1026B_II1590(tssB-5) BP1026B_II2261(tssB-6)
K11901,BPQ,BPC006_I3715 BPC006_II0130 BPC006_II0231 BPC006_II0744 BPC006_II2008 BPC006_II2798
K11901,BPK,BBK_1800 BBK_4110 BBK_4865 BBK_5233 BBK_5365 BBK_5721
K11901,BPSH,DR55_1396 DR55_3777 DR55_4836 DR55_5189 DR55_5269 DR55_5632
K11901,BPSA,BBU_2439 BBU_3529 BBU_3897 BBU_4538 BBU_5531 BBU_5960
K11901,BPSO,X996_1018 X996_3562 X996_4586 X996_4957 X996_5038 X996_5412
K11901,BTE,BTH_I2964 BTH_II0121 BTH_II0870
K11901,BTQ,BTQ_2901 BTQ_3412 BTQ_3553 BTQ_4157 BTQ_5183
K11901,BTJ,BTJ_2796 BTJ_3813 BTJ_4449 BTJ_4590 BTJ_5190
K11901,BTZ,BTL_3660 BTL_4669 BTL_5231 BTL_5377 BTL_702
K11901,BTD,BTI_3982 BTI_4627 BTI_491 BTI_4916 BTI_5345
K11901,BTV,BTHA_4228 BTHA_4823 BTHA_4968 BTHA_5560 BTHA_814
K11901,BTHE,BTN_4308 BTN_4907 BTN_5048 BTN_5643 BTN_665
K11901,BTHM,BTRA_3653 BTRA_4573 BTRA_5175 BTRA_5316 BTRA_933
K11901,BTHA,DR62_3409 DR62_4357 DR62_5033 DR62_5177 DR62_834
K11901,BTHL,BG87_3613 BG87_4640 BG87_5242 BG87_5383 BG87_920
K11901,BOK,DM82_2786 DM82_3756 DM82_4618 DM82_4981 DM82_5810
K11901,BOC,BG90_1924 BG90_4287 BG90_4821 BG90_5614 BG90_5973
K11901,BUT,X994_3032 X994_4103 X994_4506 X994_4585 X994_4959 X994_5619
K11901,BVI,Bcep1808_0460
K11901,BVE,AK36_353
K11901,BUR,Bcep18194_A3559 Bcep18194_B0980
K11901,BCN,Bcen_2639
K11901,BCH,Bcen2424_0467
K11901,BCM,Bcenmc03_0445
K11901,BCJ,BCAL0341
K11901,BCEN,DM39_282 DM39_5888 DM39_6840
K11901,BCEW,DM40_1187 DM40_4770
K11901,BCEO,I35_0332 I35_4157
K11901,BAM,Bamb_0381 Bamb_3474
K11901,BAC,BamMC406_0402 BamMC406_3028 BamMC406_3649 BamMC406_6673
K11901,BMU,Bmul_2930 Bmul_3907
K11901,BMJ,BMULJ_00304
K11901,BMK,DM80_1213 DM80_5228
K11901,BMUL,NP80_4702 NP80_504
K11901,BCT,GEM_3044 GEM_4210
K11901,BCED,DM42_1366
K11901,BDL,AK34_2665 AK34_3157 AK34_3969
K11901,BPYR,ABD05_07970 ABD05_17825
K11901,BCON,NL30_04710 NL30_20115
K11901,BXE,Bxe_A2095
K11901,BXB,DR64_4250
K11901,BPH,Bphy_5978 Bphy_6114
K11901,BPY,Bphyt_0941 Bphyt_4913
K11901,BGL,bglu_1g03890 bglu_2g01420 bglu_2g11050
K11901,BGP,BGL_1c03580(hsiB1) BGL_1c13340(hsiB2) BGL_2c02810(hsiB)
K11901,BGU,KS03_1315 KS03_3435 KS03_3500 KS03_4815
K11901,BUG,BC1001_0179 BC1001_5637
K11901,BGE,BC1002_4288 BC1002_5444
K11901,BGF,BC1003_0517 BC1003_4201 BC1003_5735
K11901,BGD,bgla_1g04100 bgla_2g03880 bgla_4p2410
K11901,BGO,BM43_1797 BM43_7143
K11901,BYI,BYI23_C001870 BYI23_C003600 BYI23_C010240 BYI23_D001530(sciH)
K11901,BUK,MYA_0391 MYA_5766
K11901,BPX,BUPH_01740 BUPH_06123
K11901,BUO,BRPE64_CCDS00910 BRPE64_CCDS04740
K11901,BUE,BRPE67_CCDS00690 BRPE67_CCDS08600 BRPE67_CCDS10350
K11901,BUL,BW21_4149 BW21_4444 BW21_5025 BW21_542 BW21_5976
K11901,BUB,BW23_1270 BW23_4512 BW23_5249 BW23_5853
K11901,BFN,OI25_2676 OI25_4181 OI25_5917
K11901,PPUL,RO07_20950
K11901,POX,MB84_02295
K11901,BPA,BPP0714
K11901,BBR,BB0800
K11901,BBM,BN115_0769
K11901,BBH,BN112_2640
K11901,BBX,BBS798_0773
K11901,BPT,Bpet2446 Bpet4117
K11901,BAV,BAV0265
K11901,BHZ,ACR54_00318
K11901,AXY,AXYL_05693 AXYL_06397
K11901,AXO,NH44784_051361
K11901,AXN,AX27061_3276
K11901,AXS,LH59_15460
K11901,TEQ,TEQUI_0718
K11901,TEA,KUI_0092
K11901,TEG,KUK_1106
K11901,TAS,TASI_0092
K11901,TAT,KUM_1249
K11901,PUT,PT7_0343 PT7_2341
K11901,AKA,TKWG_23565
K11901,AMIM,MIM_c38080
K11901,AAV,Aave_1476
K11901,AAA,Acav_1515
K11901,DAC,Daci_3850
K11901,DEL,DelCs14_2973
K11901,VAP,Vapar_0193 Vapar_0550
K11901,VPE,Varpa_0586 Varpa_2899 Varpa_3276 Varpa_5534
K11901,VPD,VAPA_1c02280 VAPA_1c06260
K11901,JAG,GJA_2558 GJA_5386
K11901,HSE,Hsero_0741 Hsero_4037
K11901,CFU,CFU_0074(impB)
K11901,CARE,LT85_2321(impB) LT85_3549(impB)
K11901,MNR,ACZ75_00170
K11901,LCH,Lcho_4091
K11901,RGE,RGE_25760 RGE_30340
K11901,AZO,azo1303 azo3895(sciH)
K11901,AZA,AZKH_1758
K11901,AZI,AzCIB_3236
K11901,DAR,Daro_2177
K11901,HHE,HH0248
K11901,HCP,HCN_1426
K11901,HCB,HCBAA847_1598
K11901,CJL,PJ17_05115
K11901,CCO,CCC13826_1181
K11901,CLM,UPTC16712_0879
K11901,CLN,UPTC3659_1092
K11901,CPEL,CPEL_0982
K11901,CSM,CSUB8521_1045
K11901,CSF,CSUB8523_1151
K11901,ANT,Arnit_1742
K11901,ARC,ABLL_2190
K11901,GSU,GSU3172(tssB)
K11901,GSK,KN400_3111(tssB)
K11901,GME,Gmet_0278(tssB)
K11901,GBM,Gbem_3043(tssB)
K11901,GEM,GM21_1207
K11901,GEB,GM18_3031
K11901,GPI,GPICK_01925
K11901,GSB,GSUB_05405
K11901,PCA,Pcar_2814(tssB)
K11901,DES,DSOUD_3256(tssB)
K11901,DSA,Desal_0418
K11901,DAF,Desaf_2240
K11901,DHY,DESAM_21879
K11901,DSF,UWK_02705
K11901,MXA,MXAN_4807
K11901,MFU,LILAB_31995
K11901,MSD,MYSTI_03176 MYSTI_04771
K11901,CCX,COCOR_04141
K11901,SUR,STAUR_1805
K11901,AGE,AA314_03864 AA314_05724 AA314_08440
K11901,SCL,sce4982 sce9342
K11901,SCU,SCE1572_30310
K11901,CCRO,CMC5_030520
K11901,SAMY,DB32_005973
K11901,PACA,ID47_00615
K11901,MLO,mlr2337
K11901,MCI,Mesci_6388
K11901,SFD,USDA257_c28620
K11901,ATU,Atu4342(impB)
K11901,ATF,Ach5_45090(impB)
K11901,AVI,Avi_6051(impB)
K11901,AGR,AGROH133_09376
K11901,REC,RHECIAT_PB0000216 RHECIAT_PC0000940
K11901,REL,REMIM1_PF00474
K11901,REI,IE4771_PD00445 IE4771_PD00619
K11901,REP,IE4803_PB00306 IE4803_PC00433 IE4803_PC00608
K11901,RLE,pRL120474(impB)
K11901,RLB,RLEG3_07675
K11901,RLU,RLEG12_10695
K11901,RGA,RGR602_PC01394 RGR602_PC01605
K11901,NGG,RG540_PA11460(tssB)
K11901,BJA,bll3594
K11901,BJU,BJ6T_33630
K11901,BJP,RN69_16305
K11901,AZC,AZC_2599
K11901,MNO,Mnod_3041
K11901,MSL,Msil_2360
K11901,CHEL,AL346_04555
K11901,RSP,RSP_3477
K11901,RSH,Rsph17029_3121
K11901,RSK,RSKD131_3642
K11901,JAN,Jann_3025
K11901,PDE,Pden_2443
K11901,PAMI,JCM7686_pAMI6p160
K11901,PSF,PSE_1856 PSE_2862(sciH)
K11901,LMD,METH_23475
K11901,SSAN,NX02_18550
K11901,ACR,Acry_3073
K11901,AMV,ACMV_34180
K11901,AZL,AZL_017870 AZL_a01700 AZL_a05010
K11901,ALI,AZOLI_1010
K11901,ABS,AZOBR_p1140133
K11901,ABQ,ABAZ39_21805 ABAZ39_29725
K11901,TMO,TMO_a0089
K11901,ACM,AciX9_4005
K11901,GMA,AciX8_2877
K11901,TSA,AciPR4_1082
K11901,SUS,Acid_0231
K11901,GAU,GAU_3870
K11901,GBA,J421_5469
K11901,RBA,RB9689
K11901,PSL,Psta_1831
K11901,PBS,Plabr_1735
K11901,SACI,Sinac_2411
K11901,NDE,NIDE1977
K11901,LFC,LFE_2273
K11902,ECK,EC55989_3289
K11902,ELO,EC042_4572
K11902,ESO,O3O_21240
K11902,ESM,O3M_04450
K11902,ESL,O3K_04405
K11902,SEX,STBHUCCB_27510 STBHUCCB_27520
K11902,STM,STM0266
K11902,SEO,STM14_0313
K11902,SEV,STMMW_02641
K11902,SEY,SL1344_0260(sciA)
K11902,SEM,STMDT12_C02620
K11902,SEJ,STMUK_0268
K11902,SEB,STM474_0277
K11902,SEF,UMN798_0290(sciA)
K11902,SETU,STU288_13415
K11902,SETC,CFSAN001921_16070
K11902,SEEN,SE451236_07350
K11902,SENR,STMDT2_02611(sciA)
K11902,SEND,DT104_02641
K11902,SENI,CY43_01335
K11902,SPT,SPA2503
K11902,SEK,SSPA2335
K11902,SEI,SPC_0275
K11902,SEC,SC0261
K11902,SEH,SeHA_C0304
K11902,SHB,SU5_0908
K11902,SENH,CFSAN002069_07815
K11902,SEEH,SEEH1578_10420
K11902,SEE,SNSL254_A0291
K11902,SENN,SN31241_12560
K11902,SEW,SeSA_A0296
K11902,SED,SeD_A0289
K11902,SET,SEN0267
K11902,SENA,AU38_01355
K11902,SENO,AU37_01355
K11902,SENV,AU39_01355
K11902,SENQ,AU40_01530
K11902,SENL,IY59_01385
K11902,SENJ,CFSAN001992_09680
K11902,SEEC,CFSAN002050_07875
K11902,SENE,IA1_01420
K11902,SENC,SEET0819_08265
K11902,SBG,SBG_1233
K11902,SBZ,A464_1424
K11902,SBV,N643_05875
K11902,YPE,YPO0499 YPO2949
K11902,YPK,y1534 y3676
K11902,YPA,YPA_2140 YPA_4094
K11902,YPN,YPN_0374 YPN_1431
K11902,YPM,YP_2576 YP_3680
K11902,YPP,YPDSF_2058 YPDSF_3135
K11902,YPG,YpAngola_A0764 YpAngola_A2699
K11902,YPZ,YPZ3_0484 YPZ3_2597
K11902,YPT,A1122_02590 A1122_11230
K11902,YPD,YPD4_0436 YPD4_2583
K11902,YPX,YPD8_0437 YPD8_2578
K11902,YPH,YPC_1448 YPC_4011
K11902,YPW,CH59_1362 CH59_3125
K11902,YPJ,CH55_2241 CH55_4129
K11902,YPV,BZ15_3072 BZ15_582
K11902,YPL,CH46_2156 CH46_415
K11902,YPS,YPTB0640 YPTB2674
K11902,YPO,BZ17_1917 BZ17_3964
K11902,YPI,YpsIP31758_1359 YpsIP31758_3437
K11902,YPY,YPK_1471 YPK_3566
K11902,YPB,YPTS_0663 YPTS_2771
K11902,YPQ,DJ40_1729 DJ40_3869
K11902,YPU,BZ21_1971 BZ21_4022
K11902,YPR,BZ20_1455 BZ20_3535
K11902,YPC,BZ23_116 BZ23_2255
K11902,YPF,BZ19_2038 BZ19_4142
K11902,YEN,YE2699
K11902,YEP,YE105_C1588
K11902,YEY,Y11_15791
K11902,YEW,CH47_2047
K11902,YET,CH48_3185
K11902,YEF,FORC2_2675
K11902,YEE,YE5303_31271
K11902,YSI,BF17_11480 BF17_22865
K11902,YAL,AT01_4068
K11902,YIN,CH53_2540
K11902,YRO,CH64_3124
K11902,SFL,SF0202(safA)
K11902,SFX,S0211(safA)
K11902,SFV,SFV_0201(safA)
K11902,SFE,SFxv_0214
K11902,SFN,SFy_0275
K11902,SFS,SFyv_0278
K11902,SFT,NCTC1_00214
K11902,PWA,Pecwa_2462
K11902,PEC,W5S_2435
K11902,ETA,ETA_06160
K11902,EPY,EpC_06200
K11902,EPR,EPYR_00651
K11902,EAM,EAMY_3022
K11902,EAY,EAM_0577
K11902,EBI,EbC_05820
K11902,ERJ,EJP617_04790
K11902,PLU,plu2292
K11902,PAY,PAU_02273 PAU_03789
K11902,PTT,VY86_11355 VY86_19690
K11902,ENC,ECL_01538(impA)
K11902,ENO,ECENHK_13220
K11902,ECLO,ENC_07230
K11902,EEC,EcWSU1_02692
K11902,ENL,A3UG_13470
K11902,ECLA,ECNIH3_12575
K11902,ECLC,ECR091_12510
K11902,ECLG,EC036_26050
K11902,ECLE,ECNIH2_13060
K11902,ECLN,ECNIH4_09765
K11902,ECLI,ECNIH5_12520
K11902,ECLX,LI66_12880
K11902,ECLY,LI62_14565
K11902,ECLZ,LI64_12615
K11902,EAS,Entas_4619
K11902,EAU,DI57_06000
K11902,EAE,EAE_19415
K11902,EAR,CCG30003
K11902,ENR,H650_00780
K11902,ESA,ESA_03943
K11902,CSK,ES15_2828(impA1) ES15_3847(impA2)
K11902,CSZ,CSSP291_12935 CSSP291_18225
K11902,CSI,P262_00051
K11902,CSJ,CSK29544_00876 CSK29544_04023
K11902,CCON,AFK62_00405
K11902,CTU,CTU_00700 CTU_12080
K11902,CRO,ROD_27841(cts1A) ROD_34111(cts2A)
K11902,CFD,CFNIH1_08860
K11902,CAMA,F384_16460
K11902,SPE,Spro_3002
K11902,SMAF,D781_2776
K11902,SMW,SMWW4_v1c30130(impA) SMWW4_v1c31610
K11902,SMAR,SM39_2476
K11902,SMAC,SMDB11_2257
K11902,SERF,L085_12840 L085_13785
K11902,SERS,SERRSCBI_14515 SERRSCBI_15240
K11902,SFO,Z042_15480 Z042_16080
K11902,EIC,NT01EI_2747
K11902,ETR,ETAE_2439(evpK)
K11902,ETD,ETAF_2209(evpK)
K11902,ETE,ETEE_0471(evpK)
K11902,ETC,ETAC_11550
K11902,EDW,QY76_08150
K11902,EDL,AAZ33_12730
K11902,XBO,XBJ1_2104
K11902,XNE,XNC1_2524
K11902,XNM,XNC2_2425
K11902,XDO,XDD1_1892 XDD1_2038
K11902,XPO,XPG1_1838
K11902,PAM,PANA_2367
K11902,PLF,PANA5342_1727(impA)
K11902,PAJ,PAJ_1668
K11902,PAQ,PAGR_g1661
K11902,PVA,Pvag_1027
K11902,PAO,Pat9b_2519
K11902,KLN,LH22_10060
K11902,PANP,PSNIH2_15060
K11902,RAH,Rahaq_4926
K11902,RAQ,Rahaq2_4872
K11902,RAA,Q7S_25166
K11902,CEM,LH23_10685
K11902,PGE,LG71_05655
K11902,KSA,C813_01445
K11902,KIN,AB182_15200
K11902,PSTS,E05_34750
K11902,XCC,XCC4023
K11902,XCB,XC_4112
K11902,XCA,xcc-b100_4215
K11902,XCV,XCV2143 XCV4202
K11902,XAC,XAC4112
K11902,XCI,XCAW_00187
K11902,XCT,J151_04291
K11902,XCU,J159_04240
K11902,XCN,J169_04288
K11902,XCW,J162_04245
K11902,XCR,J163_04240
K11902,XCM,J164_04241
K11902,XCF,J172_04281
K11902,XCJ,J158_04244
K11902,XFU,XFF4834R_chr39810
K11902,XAX,XACM_2121 XACM_3979
K11902,XAO,XAC29_20715
K11902,XOO,XOO3034 XOO3514
K11902,XOM,XOO_2886 XOO_3316
K11902,XOP,PXO_00245 PXO_04699(impA)
K11902,XOY,AZ54_06190 AZ54_08810
K11902,XOR,XOC_0403
K11902,XOZ,BE73_12200 BE73_16835
K11902,XTN,FD63_06540 FD63_13940
K11902,FAU,Fraau_1783
K11902,DJA,HY57_13620
K11902,VVU,VV2_0438
K11902,VVY,VVA0988
K11902,VVM,VVMO6_03908
K11902,VVL,VV93_v1c39310(impA)
K11902,VPA,VPA1036
K11902,VPB,VPBB_A0942
K11902,VPK,M636_04575
K11902,VPF,M634_23100
K11902,VPH,VPUCM_20943
K11902,VAG,N646_4407
K11902,VSP,VS_1334
K11902,VEX,VEA_000019
K11902,VFU,vfu_B00795
K11902,VNI,VIBNI_A1434
K11902,VAN,VAA_03040
K11902,LAG,N175_07335
K11902,VAU,VANGNB10_cI1491c(vasJ-1)
K11902,VCY,IX92_06630
K11902,VCT,JV59_31895
K11902,VTU,IX91_07180 IX91_23750
K11902,VSA,VSAL_I1169(vasJ-1)
K11902,AWD,AWOD_II_1027(vasJ-1)
K11902,PPR,PBPRA0665
K11902,PAE,PA0082 PA2360
K11902,PAEV,N297_2434 N297_88
K11902,PAEI,N296_2434 N296_88
K11902,PAU,PA14_00990 PA14_34140
K11902,PAP,PSPA7_0154 PSPA7_2902
K11902,PAG,PLES_00831 PLES_29431
K11902,PAF,PAM18_0084 PAM18_2681
K11902,PNC,NCGM2_0086 NCGM2_3370
K11902,PAEB,NCGM1900_0079 NCGM1900_4171
K11902,PDK,PADK2_00430 PADK2_13470
K11902,PSG,G655_00420 G655_13250
K11902,PRP,M062_00425 M062_12305
K11902,PAER,PA1R_gp0160 PA1R_gp3596
K11902,PAEM,U769_00435 U769_13435
K11902,PAEL,T223_00425 T223_15050
K11902,PAES,SCV20265_0084 SCV20265_2959
K11902,PAEU,BN889_00129 BN889_02584(impA)
K11902,PAEG,AI22_03475 AI22_20035
K11902,PAEC,M802_2431 M802_88
K11902,PAEO,M801_88
K11902,PPU,PP_3088
K11902,PPF,Pput_2635
K11902,PPG,PputGB1_2777
K11902,PPW,PputW619_2497
K11902,PPT,PPS_2849
K11902,PPI,YSA_10446
K11902,PPX,T1E_2446
K11902,PPUH,B479_14155
K11902,PPUN,PP4_24420
K11902,PPUD,DW66_3106
K11902,PFV,Psefu_0253
K11902,PMON,X969_13635
K11902,PMOT,X970_13280
K11902,PMOS,O165_025330
K11902,PPJ,RK21_01814
K11902,PSB,Psyr_4966
K11902,PSYR,N018_25085
K11902,PSP,PSPPH_0121
K11902,PCI,PCH70_21210
K11902,PFL,PFL_6086(tssA)
K11902,PPRC,PFLCHA0_c60450
K11902,PPRO,PPC_6039(tssA)
K11902,PFO,Pfl01_3401
K11902,PFS,PFLU_6018
K11902,PFE,PSF113_2422(impA) PSF113_5797(impA2)
K11902,PFC,PflA506_5300(tssA1)
K11902,PFW,PF1751_v1c54310(tssA)
K11902,PFB,VO64_2911 VO64_5395
K11902,PFF,PFLUOLIPICF708840
K11902,PPZ,H045_20395
K11902,PTV,AA957_15040
K11902,PMY,Pmen_2321
K11902,PMK,MDS_0019
K11902,PBA,PSEBR_a3311 PSEBR_a5557
K11902,PBC,CD58_12570 CD58_29060
K11902,PDR,H681_14855
K11902,PSK,U771_31110
K11902,PCH,EY04_18245
K11902,PCP,JM49_12850
K11902,PSW,LK03_04745
K11902,PPV,NJ69_20385
K11902,PSES,PSCI_1907 PSCI_4592
K11902,PSEC,CCOS191_5046
K11902,AVN,Avin_26680 Avin_50750
K11902,AVL,AvCA_26680 AvCA_50750
K11902,AVD,AvCA6_26680
K11902,ACB,A1S_1308
K11902,ABM,ABSDF2239
K11902,ABY,ABAYE2403
K11902,ABC,ACICU_01308
K11902,ABN,AB57_1491
K11902,ABB,ABBFA_002227
K11902,ABX,ABK1_1756
K11902,ABZ,ABZJ_01466
K11902,ABR,ABTJ_02402
K11902,ABD,ABTW07_1480
K11902,ABH,M3Q_1677
K11902,ABJ,BJAB07104_01471
K11902,ABAB,BJAB0715_01492
K11902,ABAJ,BJAB0868_01421
K11902,ABAZ,P795_10850
K11902,ABK,LX00_06465
K11902,ABAU,IX87_03915
K11902,ABW,BL01_13215
K11902,ABAL,ABLAC_21340
K11902,ACC,BDGL_000653
K11902,ACD,AOLE_12205
K11902,ACI,ACIAD2695
K11902,SFR,Sfri_2370
K11902,SBB,Sbal175_2049
K11902,PSM,PSM_B0211
K11902,PSEO,OM33_07670
K11902,MVS,MVIS_3031(mts1-L)
K11902,SDE,Sde_1528
K11902,TTU,TERTU_1658
K11902,SAGA,M5M_04430
K11902,MMT,Metme_0850
K11902,MAH,MEALZ_1930
K11902,TIG,THII_1003
K11902,TVI,Thivi_2291
K11902,HCH,HCH_04246
K11902,CSA,Csal_2257
K11902,ADI,B5T_02188
K11902,KKO,Kkor_2496
K11902,MME,Marme_0771
K11902,MPC,Mar181_0653
K11902,TOL,TOL_0372
K11902,TOR,R615_01710
K11902,OAI,OLEAN_C26000
K11902,GSN,YC6258_05485
K11902,SALV,SALWKB2_0097
K11902,CVI,CV_3963
K11902,PSE,NH8B_1134(impA)
K11902,RSL,RPSI07_mp0679
K11902,RSN,RSPO_m01085
K11902,RSM,CMR15_mp10727
K11902,RSE,F504_4459(impA)
K11902,RPF,Rpic12D_1692
K11902,REU,Reut_A1714
K11902,REH,H16_A0645(h16_A0645) H16_B2415
K11902,CTI,RALTA_A0602(sciA) RALTA_B1025
K11902,CBW,RR42_m0717
K11902,CGD,CR3_1513(impA)
K11902,BMA,BMA2829 BMAA0402 BMAA1761 BMAA1902
K11902,BMV,BMASAVP1_0750 BMASAVP1_0913 BMASAVP1_1599 BMASAVP1_A0053
K11902,BML,BMA10229_1045 BMA10229_1200 BMA10229_1782 BMA10229_A1714
K11902,BMN,BMA10247_3148 BMA10247_A0452 BMA10247_A2019 BMA10247_A2175
K11902,BMAL,DM55_3346 DM55_3885 DM55_4020 DM55_868
K11902,BMAE,DM78_185 DM78_4280 DM78_4804
K11902,BMAQ,DM76_4044 DM76_4582 DM76_4716 DM76_846
K11902,BMAI,DM57_06530 DM57_07195 DM57_13500 DM57_1584
K11902,BMAF,DM51_2447 DM51_3455 DM51_3590 DM51_4125
K11902,BMAZ,BM44_214 BM44_3306 BM44_3844 BM44_3980
K11902,BMAB,BM45_3073 BM45_4144 BM45_4621 BM45_4757
K11902,BPS,BPSL3100 BPSS0110 BPSS0180 BPSS0515 BPSS2101
K11902,BPM,BURPS1710b_3636 BURPS1710b_A1201 BURPS1710b_A1619 BURPS1710b_A1702 BURPS1710b_A2073
K11902,BPL,BURPS1106A_3653 BURPS1106A_A0148 BURPS1106A_A0250 BURPS1106A_A0699 BURPS1106A_A2836
K11902,BPD,BURPS668_3628 BURPS668_A0170 BURPS668_A0341 BURPS668_A0788 BURPS668_A2961
K11902,BPR,GBP346_A3803
K11902,BPSE,BDL_2310 BDL_3742 BDL_5563 BDL_5946 BDL_6071
K11902,BPSM,BBQ_192 BBQ_3630 BBQ_4014 BBQ_5681 BBQ_6034
K11902,BPSU,BBN_318 BBN_3560 BBN_3915 BBN_5583 BBN_5968
K11902,BPSD,BBX_4729 BBX_5114 BBX_5241 BBX_5579 BBX_704
K11902,BPZ,BP1026B_I0194(tssA-1) BP1026B_II0118(tssA-2) BP1026B_II0202(tssA-3) BP1026B_II0572(tssA-4) BP1026B_II2262(tssA-6)
K11902,BPK,BBK_1807 BBK_4866 BBK_5246 BBK_5372 BBK_5720
K11902,BPSH,DR55_1403 DR55_4837 DR55_5182 DR55_5256 DR55_5631
K11902,BPSA,BBU_2446 BBU_3516 BBU_3896 BBU_5532 BBU_5953
K11902,BPSO,X996_1025 X996_4587 X996_4950 X996_5025 X996_5411
K11902,BTE,BTH_I2957 BTH_II0134 BTH_II0257 BTH_II1902
K11902,BTQ,BTQ_2894 BTQ_3425 BTQ_3552 BTQ_5184
K11902,BTJ,BTJ_2803 BTJ_3814 BTJ_4462 BTJ_4589
